"country","year","sector","gross_output_price_level"
"BEL",2010,"g",1.17700277394829
"BEL",2010,"hts",1.12923926829547
"BEL",2011,"bts",0.940606897179127
"BEL",2011,"g",1.32034588330442
"BEL",2011,"hts",1.21669527504561
"BEL",2012,"bts",0.886158083323697
"BEL",2012,"g",1.25945333358863
"BEL",2012,"hts",1.15484135063553
"BEL",2013,"bts",0.927185805724219
"BEL",2013,"g",1.29957595662366
"BEL",2013,"hts",1.2045768317918
"BEL",2014,"bts",0.93606241019117
"BEL",2014,"g",1.28141402052284
"BEL",2014,"hts",1.21883219510583
"BEL",2015,"bts",0.784441543879668
"BEL",2015,"g",1.03451764699734
"BEL",2015,"hts",1.02731900726676
"BEL",2016,"bts",0.789882849266311
"BEL",2016,"g",1.02813454044271
"BEL",2016,"hts",1.03890562362385
"BEL",2017,"bts",0.822669715069886
"BEL",2017,"g",1.10399561346314
"BEL",2017,"hts",1.07309593708298
"BEL",2018,"bts",0.878389355621989
"BEL",2018,"g",1.20231445268107
"BEL",2018,"hts",1.1373643667097
"BGR",1995,"bts",0.154292504297013
"BGR",1995,"g",0.4879739059233
"BGR",1995,"hts",0.336246109959425
"BGR",1996,"bts",0.0898480685632846
"BGR",1996,"g",0.306741294455872
"BGR",1996,"hts",0.210982504628472
"BGR",1997,"bts",0.0773538361757833
"BGR",1997,"g",0.370773853462234
"BGR",1997,"hts",0.238472951032372
"BGR",1998,"bts",0.108921398917226
"BGR",1998,"g",0.443228244626837
"BGR",1998,"hts",0.291803054782996
"BGR",1999,"bts",0.113162562806806
"BGR",1999,"g",0.421365580333922
"BGR",1999,"hts",0.280127020325397
"BGR",2000,"bts",0.104876303563795
"BGR",2000,"g",0.385133067799554
"BGR",2000,"hts",0.261412006070187
"BGR",2001,"bts",0.108456942926825
"BGR",2001,"g",0.403580896203021
"BGR",2001,"hts",0.270288214512266
"BGR",2002,"bts",0.11814463242588
"BGR",2002,"g",0.435114761755568
"BGR",2002,"hts",0.292635603695956
"BGR",2003,"bts",0.143388960402885
"BGR",2003,"g",0.529902583014813
"BGR",2003,"hts",0.356123137151859
"BGR",2004,"bts",0.172473999277445
"BGR",2004,"g",0.596928635320283
"BGR",2004,"hts",0.404371906923712
"BGR",2005,"bts",0.18530634710827
"BGR",2005,"g",0.647056400231433
"BGR",2005,"hts",0.42247719829496
"BGR",2006,"bts",0.196729691894542
"BGR",2006,"g",0.689653463545916
"BGR",2006,"hts",0.454354369890528
"BGR",2007,"bts",0.247967984744244
"BGR",2007,"g",0.826399390089059
"BGR",2007,"hts",0.537086193060171
"BGR",2008,"bts",0.287208713441878
"BGR",2008,"g",0.919959433074282
"BGR",2008,"hts",0.612177082804092
"BGR",2009,"bts",0.290526143402693
"BGR",2009,"g",0.912443442535694
"BGR",2009,"hts",0.603597729551627
"BGR",2010,"bts",0.280696920870097
"BGR",2010,"g",0.880927296441914
"BGR",2010,"hts",0.577832060959381
"BGR",2011,"bts",0.308719136850143
"BGR",2011,"g",1.02782896292753
"BGR",2011,"hts",0.635744680811935
"BGR",2012,"bts",0.287685080026929
"BGR",2012,"g",0.963877546918652
"BGR",2012,"hts",0.597756486220095
"BGR",2013,"bts",0.300302139460749
"BGR",2013,"g",0.981999403811769
"BGR",2013,"hts",0.621758054924135
"BGR",2014,"bts",0.30375965441857
"BGR",2014,"g",0.999660521830387
"BGR",2014,"hts",0.639883720691303
"BGR",2015,"bts",0.255921851122109
"BGR",2015,"g",0.872619844198477
"BGR",2015,"hts",0.557895637771179
"BGR",2016,"bts",0.260797483096116
"BGR",2016,"g",0.904100201289864
"BGR",2016,"hts",0.582459516942235
"BGR",2017,"bts",0.279595726634906
"BGR",2017,"g",0.951748027040062
"BGR",2017,"hts",0.614945628348081
"BGR",2018,"bts",0.308211704650035
"BGR",2018,"g",1.00523099067142
"BGR",2018,"hts",0.682460588531866
"BRA",1995,"bts",0.443694885782855
"BRA",1995,"g",0.75854937209693
"BRA",1995,"hts",0.622212812468577
"BRA",1996,"bts",0.503071101694033
"BRA",1996,"g",0.796145461892389
"BRA",1996,"hts",0.686153211957442
"BRA",1997,"bts",0.513146376792776
"BRA",1997,"g",0.819553837628294
"BRA",1997,"hts",0.700954401070118
"BRA",1998,"bts",0.497330540534297
"BRA",1998,"g",0.78318842694464
"BRA",1998,"hts",0.677679178356631
"BRA",1999,"bts",0.332256778367765
"BRA",1999,"g",0.544688340244806
"BRA",1999,"hts",0.45685586073883
"BRA",2000,"bts",0.32268824844905
"BRA",2000,"g",0.61711780049638
"BRA",2000,"hts",0.486818553111714
"BRA",2001,"bts",0.263512028719992
"BRA",2001,"g",0.52584748187689
"BRA",2001,"hts",0.409800053186577
"BRA",2002,"bts",0.230978593210556
"BRA",2002,"g",0.466325887710203
"BRA",2002,"hts",0.362793610199461
"BRA",2003,"bts",0.236244322781632
"BRA",2003,"g",0.539816140719714
"BRA",2003,"hts",0.405784255253049
"BRA",2004,"bts",0.263376469969623
"BRA",2004,"g",0.616118485818424
"BRA",2004,"hts",0.455166795841993
"BRA",2005,"bts",0.339205344984786
"BRA",2005,"g",0.785416224858081
"BRA",2005,"hts",0.603390583586841
"BRA",2006,"bts",0.407499001994289
"BRA",2006,"g",0.931775468065204
"BRA",2006,"hts",0.731172581614014
"BRA",2007,"bts",0.492203768457592
"BRA",2007,"g",1.09780342957393
"BRA",2007,"hts",0.873189217596466
"BRA",2008,"bts",0.571238936382414
"BRA",2008,"g",1.27430690383648
"BRA",2008,"hts",0.981322191313185
"BRA",2009,"bts",0.57679443133651
"BRA",2009,"g",1.23251913493529
"BRA",2009,"hts",0.981911375675779
"BRA",2010,"bts",0.733402274752624
"BRA",2010,"g",1.51048537152038
"BRA",2010,"hts",1.16353600933696
"BRA",2011,"bts",0.837497096832776
"BRA",2011,"g",1.72956874399388
"BRA",2011,"hts",1.32475029826176
"BRA",2012,"bts",0.783059544912051
"BRA",2012,"g",1.57692852419852
"BRA",2012,"hts",1.23012114962565
"BRA",2013,"bts",0.778645318018597
"BRA",2013,"g",1.51212293699222
"BRA",2013,"hts",1.19666545653464
"BRA",2014,"bts",0.780237378656959
"BRA",2014,"g",1.47267660173552
"BRA",2014,"hts",1.20301952879085
"BRA",2015,"bts",0.593284040275863
"BRA",2015,"g",1.09022730346238
"BRA",2015,"hts",0.92163526314197
"BRA",2016,"bts",0.60426609920274
"BRA",2016,"g",1.1337561497686
"BRA",2016,"hts",0.965394581872952
"BRA",2017,"bts",0.68910319559368
"BRA",2017,"g",1.26132258471414
"BRA",2017,"hts",1.09061105599201
"BRA",2018,"bts",0.632489211987404
"BRA",2018,"g",1.31257334295659
"BRA",2018,"hts",0.992124301752333
"BRN",1995,"bts",0.682556716069241
"BRN",1995,"g",0.373800584941235
"BRN",1995,"hts",1.03406336603863
"BRN",1996,"bts",0.673790743050073
"BRN",1996,"g",0.422260585808691
"BRN",1996,"hts",0.981651382055224
"BRN",1997,"bts",0.622010931901945
"BRN",1997,"g",0.431846488792535
"BRN",1997,"hts",0.943435170405611
"BRN",1998,"bts",0.557570862830082
"BRN",1998,"g",0.305309627585457
"BRN",1998,"hts",0.801995569937026
"BRN",1999,"bts",0.55881839329842
"BRN",1999,"g",0.374317340787475
"BRN",1999,"hts",0.817827963712407
"BRN",2000,"bts",0.581570802960375
"BRN",2000,"g",0.551024036437468
"BRN",2000,"hts",0.831826953189032
"BRN",2001,"bts",0.561528034034931
"BRN",2001,"g",0.481762937170169
"BRN",2001,"hts",0.804887880519327
"BRN",2002,"bts",0.56813295571911
"BRN",2002,"g",0.486337320427273
"BRN",2002,"hts",0.794823010723209
"BRN",2003,"bts",0.566472271150208
"BRN",2003,"g",0.558522281439017
"BRN",2003,"hts",0.799257448856868
"BRN",2004,"bts",0.59342122549558
"BRN",2004,"g",0.710759056354558
"BRN",2004,"hts",0.847832731470037
"BRN",2005,"bts",0.611243583630721
"BRN",2005,"g",0.931370579299487
"BRN",2005,"hts",0.874828817871707
"BRN",2006,"bts",0.663223817720648
"BRN",2006,"g",1.09490617209541
"BRN",2006,"hts",0.945984571903843
"BRN",2007,"bts",0.694775348479507
"BRN",2007,"g",1.22422841860792
"BRN",2007,"hts",0.983908690246796
"BRN",2008,"bts",0.71880639469311
"BRN",2008,"g",1.62047773003713
"BRN",2008,"hts",1.02757815515274
"BRN",2009,"bts",0.700052805305636
"BRN",2009,"g",1.11472073184672
"BRN",2009,"hts",1.00307603089594
"BRN",2010,"bts",0.748152850997086
"BRN",2010,"g",1.28454694517617
"BRN",2010,"hts",1.06435342921345
"BRN",2011,"bts",0.811267955977114
"BRN",2011,"g",1.81461773109334
"BRN",2011,"hts",1.15284258748139
"BRN",2012,"bts",0.817853690019297
"BRN",2012,"g",1.87159077580828
"BRN",2012,"hts",1.16072929811981
"BRN",2013,"bts",0.818204852408633
"BRN",2013,"g",1.81618004408003
"BRN",2013,"hts",1.16565768802792
"BRN",2014,"bts",0.807677537399247
"BRN",2014,"g",1.7382815316734
"BRN",2014,"hts",1.14823640088487
"BRN",2015,"bts",0.748697560907
"BRN",2015,"g",1.18294324192832
"BRN",2015,"hts",1.04317055432477
"BRN",2016,"bts",0.72750323591168
"BRN",2016,"g",1.00175359445675
"BRN",2016,"hts",1.02135094809795
"BRN",2017,"bts",0.726114227399997
"BRN",2017,"g",1.09671498103563
"BRN",2017,"hts",1.02053132586124
"BRN",2018,"bts",0.738560531711326
"BRN",2018,"g",1.3084546096413
"BRN",2018,"hts",1.03813584797771
"CAN",1995,"bts",0.404860962878308
"CAN",1995,"g",0.584717293641446
"CAN",1995,"hts",0.487854328181146
"CAN",1996,"bts",0.416979175903441
"CAN",1996,"g",0.603241815993217
"CAN",1996,"hts",0.498877949447352
"CAN",1997,"bts",0.42745932709094
"CAN",1997,"g",0.569913859565534
"CAN",1997,"hts",0.502019196142119
"CAN",1998,"bts",0.404450458586375
"CAN",1998,"g",0.533814964058979
"CAN",1998,"hts",0.495423350684606
"CAN",1999,"bts",0.414995677810592
"CAN",1999,"g",0.563692499889086
"CAN",1999,"hts",0.525376505504545
"CAN",2000,"bts",0.433637643973462
"CAN",2000,"g",0.61766825252868
"CAN",2000,"hts",0.573898754343853
"CAN",2001,"bts",0.428395538278589
"CAN",2001,"g",0.606530414946781
"CAN",2001,"hts",0.580499086432914
"CAN",2002,"bts",0.430823678135865
"CAN",2002,"g",0.597199541602381
"CAN",2002,"hts",0.592836649893944
"CAN",2003,"bts",0.49930600065274
"CAN",2003,"g",0.706923411202633
"CAN",2003,"hts",0.697160629943153
"CAN",2004,"bts",0.555691412116446
"CAN",2004,"g",0.802617998392121
"CAN",2004,"hts",0.797575310861978
"CAN",2005,"bts",0.619395579000466
"CAN",2005,"g",0.912073849035746
"CAN",2005,"hts",0.909694793289732
"CAN",2006,"bts",0.689731500823701
"CAN",2006,"g",1.00016682376235
"CAN",2006,"hts",1.03160771323783
"CAN",2007,"bts",0.761619793795515
"CAN",2007,"g",1.09831779694188
"CAN",2007,"hts",1.15019539250333
"CAN",2008,"bts",0.798185556718368
"CAN",2008,"g",1.19019879456562
"CAN",2008,"hts",1.19298987584511
"CAN",2009,"bts",0.745690227740217
"CAN",2009,"g",1.00712667929723
"CAN",2009,"hts",1.10103153291921
"CAN",2010,"bts",0.843174806885155
"CAN",2010,"g",1.16745145229135
"CAN",2010,"hts",1.24912151500001
"CAN",2011,"bts",0.903251329199835
"CAN",2011,"g",1.28335772247417
"CAN",2011,"hts",1.32914438806923
"CAN",2012,"bts",0.908651910022377
"CAN",2012,"g",1.25776157249013
"CAN",2012,"hts",1.32920681405655
"CAN",2013,"bts",0.89878889349765
"CAN",2013,"g",1.23171828239624
"CAN",2013,"hts",1.3044287973334
"CAN",2014,"bts",0.854527171070093
"CAN",2014,"g",1.16920302702286
"CAN",2014,"hts",1.2384482853942
"CAN",2015,"bts",0.739877601259389
"CAN",2015,"g",0.930351760275973
"CAN",2015,"hts",1.06947178133031
"CAN",2016,"bts",0.721319286251283
"CAN",2016,"g",0.883916479119909
"CAN",2016,"hts",1.03859932281174
"CAN",2017,"bts",0.752144257913117
"CAN",2017,"g",0.946865365498405
"CAN",2017,"hts",1.08000020027209
"CAN",2018,"bts",0.767251652524528
"CAN",2018,"g",0.972096437243629
"CAN",2018,"hts",1.10036037059681
"CHE",1995,"bts",0.729365785794606
"CHE",1995,"g",1.10554640189691
"CHE",1995,"hts",1.0161802028878
"CHE",1996,"bts",0.703495035139765
"CHE",1996,"g",1.05101374191104
"CHE",1996,"hts",0.98132261027629
"CHE",1997,"bts",0.599310846609228
"CHE",1997,"g",0.890001044697292
"CHE",1997,"hts",0.834569812176193
"CHE",1998,"bts",0.599127274652176
"CHE",1998,"g",0.879205945382471
"CHE",1998,"hts",0.834406007302039
"CHE",1999,"bts",0.582159998866394
"CHE",1999,"g",0.838963111555407
"CHE",1999,"hts",0.80655492164236
"CHE",2000,"bts",0.528311678713975
"CHE",2000,"g",0.743317247011972
"CHE",2000,"hts",0.720271619521092
"CHE",2001,"bts",0.54062457390349
"CHE",2001,"g",0.749135707813689
"CHE",2001,"hts",0.723310224799074
"CHE",2002,"bts",0.591173986961752
"CHE",2002,"g",0.806282704718872
"CHE",2002,"hts",0.786027742904863
"CHE",2003,"bts",0.688452331179153
"CHE",2003,"g",0.935409400069435
"CHE",2003,"hts",0.923675234429991
"CHE",2004,"bts",0.754060920328559
"CHE",2004,"g",1.0216446780916
"CHE",2004,"hts",0.996570234732647
"CHE",2005,"bts",0.761476378280988
"CHE",2005,"g",1.02287646762887
"CHE",2005,"hts",1.00394916252349
"CHE",2006,"bts",0.770579152445754
"CHE",2006,"g",1.03186230091692
"CHE",2006,"hts",1.01259341616831
"CHE",2007,"bts",0.822366910437116
"CHE",2007,"g",1.09774040118791
"CHE",2007,"hts",1.07900068013251
"CHE",2008,"bts",0.93469148121781
"CHE",2008,"g",1.24673993675054
"CHE",2008,"hts",1.21396196691778
"CHE",2009,"bts",0.939966306901423
"CHE",2009,"g",1.22973223248116
"CHE",2009,"hts",1.20207806883433
"CHE",2010,"bts",0.987803698528211
"CHE",2010,"g",1.27558791781829
"CHE",2010,"hts",1.26247865770138
"CHE",2011,"bts",1.17621856476993
"CHE",2011,"g",1.4761853284435
"CHE",2011,"hts",1.49778341042357
"CHE",2012,"bts",1.12135587223291
"CHE",2012,"g",1.39284007589576
"CHE",2012,"hts",1.41641162045484
"CHE",2013,"bts",1.14030350362253
"CHE",2013,"g",1.41281764051634
"CHE",2013,"hts",1.42720328044847
"CHE",2014,"bts",1.15668200130681
"CHE",2014,"g",1.4188914719609
"CHE",2014,"hts",1.42909822726588
"CHE",2015,"bts",1.10059386864102
"CHE",2015,"g",1.30721706606638
"CHE",2015,"hts",1.3325430747989
"CHE",2016,"bts",1.07284434455554
"CHE",2016,"g",1.25925255598481
"CHE",2016,"hts",1.29119823248537
"CHE",2017,"bts",1.07393726096719
"CHE",2017,"g",1.25313879332136
"CHE",2017,"hts",1.29754513636802
"CHE",2018,"bts",1.08309724921772
"CHE",2018,"g",1.26450775785841
"CHE",2018,"hts",1.33099388579098
"CHL",1995,"bts",0.324245620827
"CHL",1995,"g",0.654985882175687
"CHL",1995,"hts",0.619374579928608
"CHL",1996,"bts",0.333395019542547
"CHL",1996,"g",0.611490586222159
"CHL",1996,"hts",0.614545162674687
"CHL",1997,"bts",0.350332335148915
"CHL",1997,"g",0.607692479783663
"CHL",1997,"hts",0.616612595410092
"CHL",1998,"bts",0.321912376992859
"CHL",1998,"g",0.538754380889703
"CHL",1998,"hts",0.585161017008487
"CHL",1999,"bts",0.294453501420867
"CHL",1999,"g",0.513502422833346
"CHL",1999,"hts",0.540238554752893
"CHL",2000,"bts",0.284136954865597
"CHL",2000,"g",0.523464398952355
"CHL",2000,"hts",0.528959908154347
"CHL",2001,"bts",0.253114515505779
"CHL",2001,"g",0.463422262014225
"CHL",2001,"hts",0.466792027674585
"CHL",2002,"bts",0.240779224562914
"CHL",2002,"g",0.448531843515761
"CHL",2002,"hts",0.438661144119038
"CHL",2003,"bts",0.253889187901955
"CHL",2003,"g",0.485965275655808
"CHL",2003,"hts",0.447818641651629
"CHL",2004,"bts",0.303206531736833
"CHL",2004,"g",0.629785975053039
"CHL",2004,"hts",0.538744729768338
"CHL",2005,"bts",0.351887333237773
"CHL",2005,"g",0.76483900764519
"CHL",2005,"hts",0.613990593089848
"CHL",2006,"bts",0.400742165572695
"CHL",2006,"g",0.989096446982824
"CHL",2006,"hts",0.685766028740076
"CHL",2007,"bts",0.435134555448345
"CHL",2007,"g",1.0506493159874
"CHL",2007,"hts",0.729435229985904
"CHL",2008,"bts",0.46224731407404
"CHL",2008,"g",0.948781105167838
"CHL",2008,"hts",0.764102058327913
"CHL",2009,"bts",0.461438864857549
"CHL",2009,"g",0.917583382944261
"CHL",2009,"hts",0.735562310870567
"CHL",2010,"bts",0.543530848959391
"CHL",2010,"g",1.15960280520608
"CHL",2010,"hts",0.853975757818979
"CHL",2011,"bts",0.59486872975872
"CHL",2011,"g",1.26230875982599
"CHL",2011,"hts",0.918380015405769
"CHL",2012,"bts",0.615323967123034
"CHL",2012,"g",1.20259972458579
"CHL",2012,"hts",0.941211341035731
"CHL",2013,"bts",0.631008979327112
"CHL",2013,"g",1.17015776406779
"CHL",2013,"hts",0.945527554258575
"CHL",2014,"bts",0.578829901719531
"CHL",2014,"g",1.08724982707307
"CHL",2014,"hts",0.858476646862929
"CHL",2015,"bts",0.53464602811058
"CHL",2015,"g",0.96951858771265
